ID,City,Locality,BHK,Area_SqFt,Price,Price_Per_SqFt,Year
488,Bangalore,Indiranagar,3,2184,29125824,13336,2023
489,Bangalore,Indiranagar,4,1648,25252304,15323,2023
490,Bangalore,Indiranagar,2,1104,16939776,15344,2023
491,Bangalore,Indiranagar,3,1458,23724576,16272,2023
492,Bangalore,Indiranagar,2,1338,21255468,15886,2023
493,Bangalore,Indiranagar,1,765,10231110,13374,2023
494,Bangalore,Indiranagar,4,1960,29258880,14928,2023
495,Bangalore,Indiranagar,3,1515,23379480,15432,2023
496,Bangalore,Indiranagar,1,754,10335078,13707,2023
497,Bangalore,Indiranagar,3,1626,25668036,15786,2023
498,Bangalore,Indiranagar,4,2824,42467312,15038,2023
499,Bangalore,Indiranagar,1,750,11199000,14932,2023
500,Bangalore,Indiranagar,4,1968,29584944,15033,2023
501,Bangalore,Indiranagar,4,1940,28919580,14907,2023
502,Bangalore,Indiranagar,4,1664,25419264,15276,2023
503,Bangalore,Indiranagar,2,908,12158120,13390,2023
504,Bangalore,Indiranagar,3,1722,28955430,16815,2023
505,Bangalore,Indiranagar,3,1701,22825719,13419,2023
506,Bangalore,Indiranagar,4,1772,29238000,16500,2023
507,Bangalore,Indiranagar,4,1992,28005528,14059,2023
508,Bangalore,Indiranagar,1,755,11008655,14581,2023
509,Bangalore,Indiranagar,2,1350,22252050,16483,2023
510,Bangalore,Indiranagar,1,446,6615518,14833,2023
511,Bangalore,Indiranagar,2,1156,17537676,15171,2023
512,Bangalore,Indiranagar,1,483,7313586,15142,2023
513,Bangalore,Indiranagar,4,2308,34566916,14977,2023
514,Bangalore,Indiranagar,1,534,7349976,13764,2023
515,Bangalore,Indiranagar,1,531,9440118,17778,2023
516,Bangalore,Indiranagar,3,1662,27625764,16622,2023
517,Bangalore,Indiranagar,1,596,8184272,13732,2023
518,Bangalore,Indiranagar,1,472,7787056,16498,2023
519,Bangalore,Indiranagar,1,693,10157994,14658,2023
520,Bangalore,Indiranagar,4,2888,46340848,16046,2023
521,Bangalore,Indiranagar,2,1490,25711440,17256,2023
522,Bangalore,Koramangala,1,625,9243125,14789,2023
523,Bangalore,Koramangala,1,728,10227672,14049,2023
524,Bangalore,Koramangala,3,2193,34899402,15914,2023
525,Bangalore,Koramangala,4,2888,46387056,16062,2023
526,Bangalore,Koramangala,3,1404,22504716,16029,2023
527,Bangalore,Koramangala,2,948,12132504,12798,2023
528,Bangalore,Koramangala,2,1318,17325110,13145,2023
529,Bangalore,Koramangala,4,2772,45153108,16289,2023
530,Bangalore,Koramangala,3,2151,32929659,15309,2023
531,Bangalore,Koramangala,2,1518,20007240,13180,2023
532,Bangalore,Koramangala,2,1254,16876332,13458,2023
533,Bangalore,Koramangala,3,1758,23319870,13265,2023
534,Bangalore,Koramangala,2,804,11925732,14833,2023
535,Bangalore,Koramangala,1,663,10247991,15457,2023
536,Bangalore,Koramangala,4,2836,34610544,12204,2023
537,Bangalore,Koramangala,3,2205,29280195,13279,2023
538,Bangalore,Koramangala,3,1644,22167696,13484,2023
539,Bangalore,Koramangala,2,1268,16425672,12954,2023
540,Bangalore,Koramangala,4,1724,27256440,15810,2023
541,Bangalore,Koramangala,3,2376,29141640,12265,2023
542,Bangalore,Koramangala,4,2012,25399488,12624,2023
543,Bangalore,Koramangala,3,1794,27781884,15486,2023
544,Bangalore,Koramangala,1,621,9687600,15600,2023
545,Bangalore,Koramangala,1,608,9009952,14819,2023
546,Bangalore,Koramangala,2,1432,17533408,12244,2023
547,Bangalore,Koramangala,2,1202,17022724,14162,2023
548,Bangalore,Koramangala,3,1200,16441200,13701,2023
549,Bangalore,Koramangala,1,719,9345562,12998,2023
550,Bangalore,Koramangala,1,732,11449212,15641,2023
551,Bangalore,Koramangala,4,2752,34548608,12554,2023
552,Bangalore,Koramangala,4,2384,30696384,12876,2023
553,Bangalore,Koramangala,2,1068,16829544,15758,2023
554,Bangalore,Koramangala,2,1062,16013898,15079,2023
555,Bangalore,Koramangala,3,2001,29220603,14603,2023
556,Bangalore,Koramangala,4,2900,42444400,14636,2023
557,Bangalore,Koramangala,4,3196,43842728,13718,2023
558,Bangalore,Koramangala,1,733,10132259,13823,2023
559,Bangalore,Koramangala,2,1578,21424506,13577,2023
560,Bangalore,Koramangala,2,1436,22378624,15584,2023
561,Bangalore,Koramangala,3,1542,18716796,12138,2023
562,Bangalore,Koramangala,3,1632,21958560,13455,2023
563,Bangalore,Koramangala,1,433,6432648,14856,2023
564,Bangalore,Koramangala,3,1890,23373630,12367,2023
565,Bangalore,Koramangala,4,2020,32859340,16267,2023
566,Bangalore,Koramangala,4,2136,27454008,12853,2023
567,Bangalore,Koramangala,4,2668,42896104,16078,2023
568,Bangalore,Koramangala,4,1976,24595272,12447,2023
569,Bangalore,Koramangala,2,1498,18513782,12359,2023
570,Bangalore,Koramangala,4,2552,33997744,13322,2023
571,Bangalore,Koramangala,3,1446,20043006,13861,2023
572,Bangalore,Whitefield,4,2124,17219268,8107,2023
573,Bangalore,Whitefield,3,1674,13405392,8008,2023
574,Bangalore,Whitefield,3,1434,12536028,8742,2023
575,Bangalore,Whitefield,1,665,4943610,7434,2023
576,Bangalore,Whitefield,3,2262,18681858,8259,2023
577,Bangalore,Whitefield,1,515,3898550,7570,2023
578,Bangalore,Whitefield,3,2235,17455350,7810,2023
579,Bangalore,Whitefield,1,776,6089272,7847,2023
580,Bangalore,Whitefield,1,485,4353360,8976,2023
581,Bangalore,Whitefield,1,436,4111480,9430,2023
582,Bangalore,Whitefield,4,3164,29741600,9400,2023
583,Bangalore,Whitefield,1,443,3481094,7858,2023
584,Bangalore,Whitefield,3,2292,17029560,7430,2023
585,Bangalore,Whitefield,1,490,4001340,8166,2023
586,Bangalore,Whitefield,4,3112,24239368,7789,2023
587,Bangalore,Whitefield,1,655,5616625,8575,2023
588,Bangalore,Whitefield,4,1696,12596192,7427,2023
589,Bangalore,Whitefield,3,1599,14309451,8949,2023
590,Bangalore,Whitefield,4,2808,22528584,8023,2023
591,Bangalore,Whitefield,1,650,5637450,8673,2023
592,Bangalore,Whitefield,3,1617,14122878,8734,2023
593,Bangalore,Whitefield,4,3160,25842480,8178,2023
594,Bangalore,Whitefield,3,1545,14404035,9323,2023
595,Bangalore,Whitefield,1,443,3465589,7823,2023
596,Bangalore,Whitefield,2,904,8084472,8943,2023
597,Bangalore,Whitefield,1,683,5792523,8481,2023
598,Bangalore,Whitefield,4,2872,23036312,8021,2023
599,Bangalore,Whitefield,4,2168,18371632,8474,2023
600,Bangalore,Whitefield,3,1326,12004278,9053,2023
601,Bangalore,Whitefield,2,1288,12297824,9548,2023
602,Bangalore,Whitefield,3,1833,17039568,9296,2023
603,Bangalore,Whitefield,1,774,6975288,9012,2023
604,Bangalore,Whitefield,3,1272,11166888,8779,2023
605,Bangalore,Whitefield,3,2244,18634176,8304,2023
606,Bangalore,Whitefield,3,1338,10571538,7901,2023
607,Bangalore,Whitefield,3,2184,20654088,9457,2023
608,Bangalore,Whitefield,3,1788,16072332,8989,2023
609,Bangalore,Whitefield,4,2696,21670448,8038,2023
610,Bangalore,Whitefield,2,1160,10786840,9299,2023
611,Bangalore,Whitefield,2,862,7989016,9268,2023
612,Bangalore,Whitefield,1,424,3514960,8290,2023
613,Bangalore,Whitefield,2,896,7349888,8203,2023
614,Bangalore,Whitefield,2,1330,9654470,7259,2023
615,Bangalore,Whitefield,4,2304,20964096,9099,2023
616,Bangalore,Whitefield,3,1569,12348030,7870,2023
617,Bangalore,Whitefield,3,2208,17123040,7755,2023
618,Bangalore,Whitefield,2,1018,9178288,9016,2023
619,Bangalore,Whitefield,4,2272,18703104,8232,2023
620,Bangalore,Whitefield,3,1548,12196692,7879,2023
621,Bangalore,Whitefield,3,2121,15411186,7266,2023
622,Bangalore,Whitefield,2,1368,10470672,7654,2023
623,Bangalore,HSR Layout,3,1356,14189184,10464,2023
624,Bangalore,HSR Layout,4,2724,24603168,9032,2023
625,Bangalore,HSR Layout,1,793,8175830,10310,2023
626,Bangalore,HSR Layout,4,2748,23011752,8374,2023
627,Bangalore,HSR Layout,4,2000,19908000,9954,2023
628,Bangalore,HSR Layout,4,2980,23997940,8053,2023
629,Bangalore,HSR Layout,3,1518,15248310,10045,2023
630,Bangalore,HSR Layout,1,480,4817280,10036,2023
631,Bangalore,HSR Layout,1,798,7596960,9520,2023
632,Bangalore,HSR Layout,3,1230,11592750,9425,2023
633,Bangalore,HSR Layout,3,1791,18678339,10429,2023
634,Bangalore,HSR Layout,3,1770,15487500,8750,2023
635,Bangalore,HSR Layout,1,629,5742141,9129,2023
636,Bangalore,HSR Layout,3,2088,17735472,8494,2023
637,Bangalore,HSR Layout,1,505,4428850,8770,2023
638,Bangalore,HSR Layout,2,1132,10999644,9717,2023
639,Bangalore,HSR Layout,2,1100,10006700,9097,2023
640,Bangalore,HSR Layout,3,1830,14890710,8137,2023
641,Bangalore,HSR Layout,3,1650,16130400,9776,2023
642,Bangalore,HSR Layout,4,3172,27155492,8561,2023
643,Bangalore,HSR Layout,3,2337,23145648,9904,2023
644,Bangalore,HSR Layout,1,509,4224700,8300,2023
645,Bangalore,HSR Layout,1,428,3469796,8107,2023
646,Bangalore,HSR Layout,2,1334,11820574,8861,2023
647,Bangalore,HSR Layout,1,570,5887530,10329,2023
648,Bangalore,HSR Layout,3,1710,16241580,9498,2023
649,Bangalore,HSR Layout,2,1044,10413900,9975,2023
650,Bangalore,HSR Layout,2,1398,13218090,9455,2023
651,Bangalore,HSR Layout,1,407,4073663,10009,2023
652,Bangalore,HSR Layout,1,434,3845240,8860,2023
653,Bangalore,HSR Layout,3,1911,20138118,10538,2023
654,Bangalore,HSR Layout,2,1482,14940042,10081,2023
655,Bangalore,HSR Layout,4,1844,14611856,7924,2023
656,Bangalore,HSR Layout,2,1124,11087136,9864,2023
657,Bangalore,HSR Layout,4,3160,33022000,10450,2023
658,Bangalore,HSR Layout,2,1488,11652528,7831,2023
659,Bangalore,HSR Layout,3,2028,21024276,10367,2023
660,Bangalore,HSR Layout,4,3100,30476100,9831,2023
661,Bangalore,HSR Layout,1,682,6534242,9581,2023
662,Bangalore,HSR Layout,2,934,9425928,10092,2023
663,Bangalore,HSR Layout,2,1126,9319902,8277,2023
664,Bangalore,HSR Layout,3,1779,14392110,8090,2023
665,Bangalore,HSR Layout,1,462,3840606,8313,2023
666,Bangalore,HSR Layout,4,1768,17923984,10138,2023
667,Bangalore,HSR Layout,1,750,6550500,8734,2023
668,Bangalore,HSR Layout,2,1134,10810422,9533,2023
669,Bangalore,HSR Layout,1,759,7759257,10223,2023
670,Bangalore,HSR Layout,4,2368,22668864,9573,2023
671,Bangalore,HSR Layout,2,832,8073728,9704,2023
672,Bangalore,HSR Layout,1,429,4323462,10078,2023
673,Bangalore,HSR Layout,1,607,5793208,9544,2023
674,Bangalore,HSR Layout,2,1148,12089588,10531,2023
675,Bangalore,HSR Layout,1,550,5454350,9917,2023
676,Bangalore,HSR Layout,2,1412,11927164,8447,2023
677,Bangalore,HSR Layout,4,3048,26654760,8745,2023
678,Bangalore,HSR Layout,2,1582,15521002,9811,2023
679,Bangalore,HSR Layout,2,1472,12077760,8205,2023
680,Bangalore,HSR Layout,4,3188,29820552,9354,2023
681,Bangalore,HSR Layout,1,602,4749780,7890,2023
682,Bangalore,HSR Layout,4,3012,25267668,8389,2023
683,Bangalore,HSR Layout,4,3124,26060408,8342,2023
684,Bangalore,HSR Layout,4,2028,18917184,9328,2023
685,Bangalore,HSR Layout,4,3172,26720928,8424,2023
686,Bangalore,HSR Layout,2,922,9259646,10043,2023
687,Bangalore,HSR Layout,2,1228,11734768,9556,2023
688,Bangalore,HSR Layout,2,1318,10387158,7881,2023
689,Bangalore,HSR Layout,3,1779,16615860,9340,2023
690,Bangalore,HSR Layout,1,774,6787206,8769,2023
691,Bangalore,HSR Layout,3,1845,16889130,9154,2023
692,Bangalore,HSR Layout,2,1438,12185612,8474,2023
693,Bangalore,HSR Layout,1,650,6387550,9827,2023
694,Bangalore,HSR Layout,4,1868,19595320,10490,2023
695,Bangalore,HSR Layout,4,1800,16720200,9289,2023
696,Bangalore,HSR Layout,2,1298,13188978,10161,2023
697,Bangalore,HSR Layout,3,1566,13489524,8614,2023
698,Bangalore,HSR Layout,3,1683,16150068,9596,2023
699,Bangalore,HSR Layout,3,1869,15710814,8406,2023
700,Bangalore,HSR Layout,4,2132,18829824,8832,2023
701,Bangalore,HSR Layout,4,2824,29239696,10354,2023
702,Bangalore,HSR Layout,3,1245,10162935,8163,2023
703,Bangalore,HSR Layout,3,1680,14323680,8526,2023
704,Bangalore,HSR Layout,1,468,3753360,8020,2023
705,Bangalore,HSR Layout,2,1384,14491864,10471,2023
706,Bangalore,HSR Layout,1,711,7437771,10461,2023
707,Bangalore,HSR Layout,2,910,8426600,9260,2023
708,Bangalore,HSR Layout,4,1884,19699104,10456,2023
709,Bangalore,HSR Layout,2,1002,9227418,9209,2023
710,Bangalore,HSR Layout,3,2151,22297266,10366,2023
711,Bangalore,HSR Layout,1,711,6475788,9108,2023
712,Bangalore,HSR Layout,1,545,4566010,8378,2023
713,Bangalore,HSR Layout,2,1414,12897094,9121,2023
714,Bangalore,HSR Layout,3,2037,16817472,8256,2023
715,Bangalore,HSR Layout,3,1566,14056416,8976,2023
716,Bangalore,Electronic City,1,663,3240081,4887,2023
717,Bangalore,Electronic City,3,1236,6011904,4864,2023
718,Bangalore,Electronic City,4,2660,14717780,5533,2023
719,Bangalore,Electronic City,2,1448,7858296,5427,2023
720,Bangalore,Electronic City,3,2274,13764522,6053,2023
721,Bangalore,Electronic City,1,438,2587266,5907,2023
722,Bangalore,Electronic City,1,787,3790192,4816,2023
723,Bangalore,Electronic City,3,1563,8269833,5291,2023
724,Bangalore,Electronic City,4,2748,13586112,4944,2023
725,Bangalore,Electronic City,4,2492,15492764,6217,2023
726,Bangalore,Electronic City,3,1263,6470349,5123,2023
727,Bangalore,Electronic City,1,728,3575936,4912,2023
728,Bangalore,Electronic City,1,678,3857820,5690,2023
729,Bangalore,Electronic City,2,1550,7633750,4925,2023
730,Bangalore,Electronic City,4,3192,16011072,5016,2023
731,Bangalore,Electronic City,4,1852,9591508,5179,2023
732,Bangalore,Electronic City,4,1732,9122444,5267,2023
733,Bangalore,Electronic City,3,2070,13012020,6286,2023
734,Bangalore,Electronic City,1,603,3045150,5050,2023
735,Bangalore,Electronic City,1,659,3625818,5502,2023
736,Bangalore,Electronic City,3,1869,8973069,4801,2023
737,Bangalore,Electronic City,2,880,4874320,5539,2023
738,Bangalore,Electronic City,4,2216,11082216,5001,2023
739,Bangalore,Electronic City,4,3036,16397436,5401,2023
740,Bangalore,Electronic City,2,1090,5555730,5097,2023
741,Bangalore,Electronic City,2,1468,8658264,5898,2023
742,Bangalore,Electronic City,4,1924,9175556,4769,2023
743,Bangalore,Electronic City,4,2592,16132608,6224,2023
744,Bangalore,Electronic City,4,1852,9222960,4980,2023
745,Bangalore,Electronic City,1,410,2414080,5888,2023
746,Bangalore,Electronic City,1,721,4278414,5934,2023
747,Bangalore,Electronic City,1,634,3684808,5812,2023
748,Bangalore,Electronic City,2,1254,7848786,6259,2023
749,Bangalore,Electronic City,2,1566,8653716,5526,2023
750,Bangalore,Electronic City,1,652,3192844,4897,2023
751,Bangalore,Electronic City,1,574,2993984,5216,2023
752,Bangalore,Electronic City,1,604,3404748,5637,2023
753,Bangalore,Electronic City,3,1947,10747440,5520,2023
754,Bangalore,Electronic City,1,754,4197518,5567,2023
755,Bangalore,Electronic City,3,2085,10910805,5233,2023
756,Bangalore,Electronic City,4,1820,8827000,4850,2023
757,Bangalore,Electronic City,4,3040,18562240,6106,2023
758,Bangalore,Electronic City,3,1800,8836200,4909,2023
759,Bangalore,Electronic City,1,416,2126592,5112,2023
760,Bangalore,Electronic City,3,1842,9526824,5172,2023
761,Bangalore,Electronic City,4,1884,8843496,4694,2023
762,Bangalore,Electronic City,4,2904,18152904,6251,2023
763,Bangalore,Electronic City,3,1590,7889580,4962,2023
764,Bangalore,Electronic City,2,1264,6743440,5335,2023
765,Bangalore,Electronic City,4,1912,11313304,5917,2023
766,Bangalore,Electronic City,4,2900,16312500,5625,2023
767,Bangalore,Electronic City,4,3180,15747360,4952,2023
768,Bangalore,Electronic City,4,1628,7850216,4822,2023
769,Bangalore,Electronic City,4,2712,13928832,5136,2023
770,Bangalore,Yelahanka,3,2286,13064490,5715,2023
771,Bangalore,Yelahanka,3,1494,10474434,7011,2023
772,Bangalore,Yelahanka,4,3148,18481908,5871,2023
773,Bangalore,Yelahanka,1,702,3892590,5545,2023
774,Bangalore,Yelahanka,4,2240,12237120,5463,2023
775,Bangalore,Yelahanka,2,1476,9819828,6653,2023
776,Bangalore,Yelahanka,2,1430,8175310,5717,2023
777,Bangalore,Yelahanka,1,621,3320487,5347,2023
778,Bangalore,Yelahanka,1,413,2820790,6830,2023
779,Bangalore,Yelahanka,4,2168,13259488,6116,2023
780,Bangalore,Yelahanka,4,1760,10560000,6000,2023
781,Bangalore,Yelahanka,4,2112,14707968,6964,2023
782,Bangalore,Yelahanka,1,737,4323242,5866,2023
783,Bangalore,Yelahanka,2,1454,7883588,5422,2023
784,Bangalore,Yelahanka,1,600,3753000,6255,2023
785,Bangalore,Yelahanka,3,2013,14155416,7032,2023
786,Bangalore,Yelahanka,3,2091,11308128,5408,2023
787,Bangalore,Yelahanka,3,1476,9596952,6502,2023
788,Bangalore,Yelahanka,3,1434,9647952,6728,2023
789,Bangalore,Yelahanka,1,756,4735584,6264,2023
790,Bangalore,Yelahanka,1,762,5026152,6596,2023
791,Bangalore,Yelahanka,3,1908,12985848,6806,2023
792,Bangalore,Yelahanka,2,810,4812210,5941,2023
793,Bangalore,Yelahanka,4,1908,12010860,6295,2023
794,Bangalore,Yelahanka,1,413,2585380,6260,2023
795,Bangalore,Yelahanka,1,440,2390960,5434,2023
796,Bangalore,Yelahanka,1,598,3739294,6253,2023
797,Bangalore,Yelahanka,4,1684,10312816,6124,2023
798,Bangalore,Yelahanka,2,1198,6329034,5283,2023
799,Bangalore,Yelahanka,3,2292,15480168,6754,2023
800,Bangalore,Yelahanka,1,538,2904124,5398,2023
801,Bangalore,Yelahanka,2,1556,10699056,6876,2023
802,Bangalore,Yelahanka,2,970,6674570,6881,2023
803,Bangalore,Yelahanka,3,2106,14720940,6990,2023
804,Bangalore,Yelahanka,2,950,5400750,5685,2023
805,Bangalore,Yelahanka,1,640,4371200,6830,2023
806,Bangalore,Yelahanka,4,2112,11392128,5394,2023
807,Bangalore,Yelahanka,2,1592,8800576,5528,2023
808,Bangalore,Yelahanka,1,709,4560288,6432,2023
809,Bangalore,Yelahanka,1,776,5347416,6891,2023
810,Bangalore,Yelahanka,4,1644,9341208,5682,2023
811,Bangalore,Yelahanka,3,1983,12482985,6295,2023
812,Bangalore,Yelahanka,3,1389,7346421,5289,2023
813,Bangalore,Yelahanka,2,1212,8407644,6937,2023
814,Bangalore,Yelahanka,3,1590,10171230,6397,2023
815,Bangalore,Yelahanka,3,2028,11559600,5700,2023
816,Bangalore,Yelahanka,4,2628,14982228,5701,2023
817,Bangalore,Yelahanka,4,2660,17343200,6520,2023
818,Bangalore,Yelahanka,4,3052,20399568,6684,2023
819,Bangalore,Yelahanka,3,1653,11516451,6967,2023
820,Bangalore,Yelahanka,1,461,3210404,6964,2023
821,Bangalore,Yelahanka,4,1896,11815872,6232,2023
822,Bangalore,Yelahanka,1,782,5040772,6446,2023
823,Bangalore,Yelahanka,2,1046,6487292,6202,2023
824,Bangalore,Yelahanka,3,2244,15658632,6978,2023
825,Bangalore,Yelahanka,1,460,3066820,6667,2023
826,Delhi NCR,Vasant Vihar,2,854,25412478,29757,2023
827,Delhi NCR,Vasant Vihar,3,1797,59383662,33046,2023
828,Delhi NCR,Vasant Vihar,2,864,27582336,31924,2023
829,Delhi NCR,Vasant Vihar,1,606,18827208,31068,2023
830,Delhi NCR,Vasant Vihar,1,629,19656879,31251,2023
831,Delhi NCR,Vasant Vihar,2,1318,42920670,32565,2023
832,Delhi NCR,Vasant Vihar,4,2900,93087100,32099,2023
833,Delhi NCR,Vasant Vihar,2,1418,39384950,27775,2023
834,Delhi NCR,Vasant Vihar,1,427,13590556,31828,2023
835,Delhi NCR,Vasant Vihar,1,623,18315577,29399,2023
836,Delhi NCR,Vasant Vihar,4,2064,57843600,28025,2023
837,Delhi NCR,Vasant Vihar,4,2788,84523796,30317,2023
838,Delhi NCR,Vasant Vihar,4,2744,73377304,26741,2023
839,Delhi NCR,Vasant Vihar,2,1020,31186500,30575,2023
840,Delhi NCR,Vasant Vihar,4,2520,82459440,32722,2023
841,Delhi NCR,Vasant Vihar,1,494,15037360,30440,2023
842,Delhi NCR,Vasant Vihar,4,1704,43789392,25698,2023
843,Delhi NCR,Vasant Vihar,2,864,23428224,27116,2023
844,Delhi NCR,Vasant Vihar,4,3172,103299352,32566,2023
845,Delhi NCR,Vasant Vihar,4,2040,62766720,30768,2023
846,Delhi NCR,Vasant Vihar,2,1520,45315760,29813,2023
847,Delhi NCR,Vasant Vihar,1,777,23602152,30376,2023
848,Delhi NCR,Vasant Vihar,1,644,20714260,32165,2023
849,Delhi NCR,Vasant Vihar,3,1707,54349173,31839,2023
850,Delhi NCR,Vasant Vihar,3,2103,54246885,25795,2023
851,Delhi NCR,Vasant Vihar,1,632,16254408,25719,2023
852,Delhi NCR,Vasant Vihar,4,2008,66404560,33070,2023
853,Delhi NCR,Vasant Vihar,3,1770,49313970,27861,2023
854,Delhi NCR,Vasant Vihar,4,2920,95323400,32645,2023
855,Delhi NCR,Vasant Vihar,3,2346,69981180,29830,2023
856,Delhi NCR,Vasant Vihar,4,2200,68173600,30988,2023
857,Delhi NCR,Vasant Vihar,4,2228,69907956,31377,2023
858,Delhi NCR,Vasant Vihar,1,674,17669584,26216,2023
859,Delhi NCR,Vasant Vihar,2,1596,43406412,27197,2023
860,Delhi NCR,Vasant Vihar,3,1293,33629637,26009,2023
861,Delhi NCR,Vasant Vihar,1,441,13175316,29876,2023
862,Delhi NCR,Vasant Vihar,4,2652,87380748,32949,2023
863,Delhi NCR,Vasant Vihar,1,480,15539520,32374,2023
864,Delhi NCR,Vasant Vihar,2,948,27855084,29383,2023
865,Delhi NCR,Vasant Vihar,1,423,12647277,29899,2023
866,Delhi NCR,Vasant Vihar,4,2612,85313144,32662,2023
867,Delhi NCR,Vasant Vihar,4,1932,64128876,33193,2023
868,Delhi NCR,Vasant Vihar,3,1404,45747936,32584,2023
869,Delhi NCR,Vasant Vihar,1,768,23934720,31165,2023
870,Delhi NCR,Vasant Vihar,1,529,13693165,25885,2023
871,Delhi NCR,Vasant Vihar,4,3088,83073376,26902,2023
872,Delhi NCR,Vasant Vihar,1,752,24858864,33057,2023
873,Delhi NCR,Vasant Vihar,3,2307,63728568,27624,2023
874,Delhi NCR,Vasant Vihar,1,435,12856425,29555,2023
875,Delhi NCR,Vasant Vihar,1,605,15701565,25953,2023
876,Delhi NCR,Vasant Vihar,4,2232,64236960,28780,2023
877,Delhi NCR,Defence Colony,4,2584,91512360,35415,2023
878,Delhi NCR,Defence Colony,1,688,24970960,36295,2023
879,Delhi NCR,Defence Colony,2,908,25008136,27542,2023
880,Delhi NCR,Defence Colony,1,409,11975111,29279,2023
881,Delhi NCR,Defence Colony,4,2764,88033400,31850,2023
882,Delhi NCR,Defence Colony,1,701,21269742,30342,2023
883,Delhi NCR,Defence Colony,3,1611,55880757,34687,2023
884,Delhi NCR,Defence Colony,4,3020,89588300,29665,2023
885,Delhi NCR,Defence Colony,1,564,18046872,31998,2023
886,Delhi NCR,Defence Colony,1,779,28287827,36313,2023
887,Delhi NCR,Defence Colony,4,3200,88771200,27741,2023
888,Delhi NCR,Defence Colony,2,1106,32683406,29551,2023
889,Delhi NCR,Defence Colony,3,2370,75188250,31725,2023
890,Delhi NCR,Defence Colony,3,1353,45316029,33493,2023
891,Delhi NCR,Defence Colony,4,1780,52285720,29374,2023
892,Delhi NCR,Defence Colony,4,2796,93475872,33432,2023
893,Delhi NCR,Defence Colony,4,3028,97722644,32273,2023
894,Delhi NCR,Defence Colony,3,1368,41953824,30668,2023
895,Delhi NCR,Defence Colony,4,2944,97661312,33173,2023
896,Delhi NCR,Defence Colony,4,1696,51728000,30500,2023
897,Delhi NCR,Defence Colony,3,2259,71373105,31595,2023
898,Delhi NCR,Defence Colony,1,526,15338686,29161,2023
899,Delhi NCR,Defence Colony,3,2121,57816339,27259,2023
900,Delhi NCR,Defence Colony,3,2349,71461278,30422,2023
901,Delhi NCR,Defence Colony,1,714,23841174,33391,2023
902,Delhi NCR,Defence Colony,4,3048,106622088,34981,2023
903,Delhi NCR,Defence Colony,3,1530,56011770,36609,2023
904,Delhi NCR,Defence Colony,3,1752,54299736,30993,2023
905,Delhi NCR,Defence Colony,1,531,14731533,27743,2023
906,Delhi NCR,Defence Colony,2,1132,33015912,29166,2023
907,Delhi NCR,Defence Colony,2,1306,38285390,29315,2023
908,Delhi NCR,Defence Colony,2,986,33138474,33609,2023
909,Delhi NCR,Defence Colony,1,517,15946348,30844,2023
910,Delhi NCR,Defence Colony,1,737,22215391,30143,2023
911,Delhi NCR,Defence Colony,4,2900,101792900,35101,2023
912,Delhi NCR,Defence Colony,2,836,29411316,35181,2023
913,Delhi NCR,Defence Colony,2,1322,48428826,36633,2023
914,Delhi NCR,Defence Colony,4,2784,100761312,36193,2023
915,Delhi NCR,Defence Colony,3,1611,53325711,33101,2023
916,Delhi NCR,Defence Colony,3,2067,59833449,28947,2023
917,Delhi NCR,Defence Colony,1,515,18606435,36129,2023
918,Delhi NCR,Defence Colony,2,1496,51881280,34680,2023
919,Delhi NCR,Defence Colony,3,1452,51197520,35260,2023
920,Delhi NCR,Defence Colony,4,2284,81303548,35597,2023
921,Delhi NCR,Defence Colony,3,1875,57063750,30434,2023
922,Delhi NCR,Defence Colony,2,834,27728832,33248,2023
923,Delhi NCR,Defence Colony,4,2192,67818288,30939,2023
924,Delhi NCR,Defence Colony,3,2166,68423940,31590,2023
925,Delhi NCR,Defence Colony,2,1400,40070800,28622,2023
926,Delhi NCR,Defence Colony,3,1440,48267360,33519,2023
927,Delhi NCR,Defence Colony,1,689,23364679,33911,2023
928,Delhi NCR,Defence Colony,2,1416,44730024,31589,2023
929,Delhi NCR,Defence Colony,1,627,18361068,29284,2023
930,Delhi NCR,Defence Colony,1,723,20987244,29028,2023
931,Delhi NCR,Defence Colony,1,760,24101880,31713,2023
932,Delhi NCR,Defence Colony,1,760,23116920,30417,2023
933,Delhi NCR,Defence Colony,4,1632,46609920,28560,2023
934,Delhi NCR,Defence Colony,1,401,11311007,28207,2023
935,Delhi NCR,Defence Colony,4,2224,67745264,30461,2023
936,Delhi NCR,Defence Colony,2,1382,43727862,31641,2023
937,Delhi NCR,Defence Colony,1,766,23603524,30814,2023
938,Delhi NCR,Defence Colony,3,1791,51677514,28854,2023
939,Delhi NCR,Defence Colony,3,2094,69007770,32955,2023
940,Delhi NCR,Defence Colony,1,447,14515431,32473,2023
941,Delhi NCR,Defence Colony,3,2016,72761472,36092,2023
942,Delhi NCR,Defence Colony,4,1940,62481580,32207,2023
943,Delhi NCR,Defence Colony,4,2832,100082880,35340,2023
944,Delhi NCR,Defence Colony,4,2764,90062176,32584,2023
945,Delhi NCR,Defence Colony,4,2548,77612080,30460,2023
946,Delhi NCR,Defence Colony,2,838,26711250,31875,2023
947,Delhi NCR,Defence Colony,2,858,29510910,34395,2023
948,Delhi NCR,Defence Colony,1,721,25935812,35972,2023
949,Delhi NCR,Defence Colony,2,1430,52307970,36579,2023
950,Delhi NCR,Defence Colony,4,1856,66120000,35625,2023
